,label,title,description,generated_description
6962,1,Inquiry Faults Commanders in Assaults on Cadets,The Pentagon inspector general found the root cause of sexual assault at the Air Force Academy was its commanders' failure to acknowledge the problem's severity.,"A federal investigation into the deaths of two Cadets in Afghanistan has found that the commanders of the military's armed forces were responsible for assassinations on civilians, the military said on Thursday."
6963,2,USC #39;s Orgeron shows interest in Ole Miss job,"While the list has dwindled in the search to replace David Cutcliffe as the Ole Miss football coach, one name has risen to the top.","USC quarterback John Orgeron has expressed interest in the Ole Miss job, a move that could help him get a job at the University of Southern California."
6964,1,"Putin doubts date of the elections, Allawi confirms it will be &lt;b&gt;...&lt;/b&gt;",The Russian President Vladimir Putin has expressed his doubt that the Iraqi elections will be held at their due time. Putin said during his meeting with the Interim Iraqi prime minister Eyad Allawi that he ,"SAN FRANCISCO (Reuters) - President Vladimir Putin has doubted the date of the presidential elections, but Allawi said it will be a month after the election."
6965,1,Justices hear cases on shipping wine (USATODAY.com),USATODAY.com - States that block direct shipments of wine to consumers from out-of-state wineries faced skeptical comments from Supreme Court justices on Tuesday.,USATODAY.com - The Supreme Court heard a case on Wednesday that involved shipping wine from a winery to a foreign country.
6966,3,NASD Warns of Risky Home-Equity Investing," WASHINGTON (Reuters) - Too many house-rich Americans are  borrowing money against their homes to play the stock market,  brokerages regulator NASD warned on Wednesday.","NASD, the nation #39;s largest home equity fund, warned investors that risky home-equity investments could be a risky investment."
6967,1,"Sudan to attract most ICRC funds in 2005, 30-percent drop in cash for Iraq (AFP)","AFP - Strife-torn Sudan will become the largest focus of aid work for the International Committee of the Red Cross in 2005, while money earmarked for Iraq will fall by almost one third, the agency said.","AFP - Sudan will attract the most ICRC funds in 2005, a 30-percent drop in cash for Iraq and a sluggish economy will help the country's economy."
6968,4,Japan to Resume Space Rocket Launches (AP),"AP - A government panel Wednesday approved plans to send a weather satellite into Earth's orbit by February 2005, in the first scheduled launch for Japan's troubled space program since late last year, an official said.","AP - Japan will resume its launch of a rocket that will launch a new spacecraft in the coming weeks, a Japanese space agency said on Thursday."
6969,3,Farallon to Sell \$16.3 Million in Stock,Canadian mining firm Farallon Resources Ltd. on Wednesday said it agreed to privately sell about \$20 million Canadian (\$16.3 million) worth of stock to accredited investors and company insiders.,"Farallon Corp., the world #39;s largest oil producer, said on Tuesday it will sell $16.3 million in stock to a private equity firm that has been a major player in the oil industry for more than a decade."
6970,3,Deficits soil safe-haven image of US Treasury debt,"Once a seemingly indestructible hiding hole for the frightened investor, some on Wall Street are beginning to question the super-safe status of US Treasury debt.","The US Treasury Department said Wednesday that it has a safe-haven image of its debt, despite the fact that it is a sluggish economy."
6971,4,IT Giants Form Grid Computing Alliance,"Oracle, Dell, EMC and Intel have joined with other tech companies to create an industry standard for enterprise grid systems.  quot;Project MegaGrid quot; will help maximize the use of computing resources, according to the group.",IT giants have formed a new alliance to help the grid computing industry compete with other companies.
6972,4,"Tech Firms, FBI to Fight 'Phishing' Scams Together (Reuters)","Reuters - Internet companies and\law-enforcement agencies said on Wednesday they will work\together to track down online scam artists who pose as banks\and other legitimate businesses, a practice known as\""phishing.""","Reuters - Tech firms and the FBI are working together to fight 'phishing' scams, a new report says."
6973,1,Schwarzenegger Vows to Defend Emissions Law,"Toyota, General Motors and seven other automakers filed suit to block California's new greenhouse gas regulation, which was approved by the state in September.","The California governor, who has been a staunch opponent of the federal emissions law, is preparing to challenge the law in a bid to protect the environment."
6974,3,Gannett Needs Ad Pickup to Hit Target-CFO," NEW YORK (Reuters) - Newspaper publisher Gannett Co Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=GCI.N target=/stocks/quickinfo/fullquote""&gt;GCI.N&lt;/A&gt; will need to see advertising demand pick up for its  fourth-quarter earnings to meet the consensus target of Wall  Street analysts, its chief financial officer said on Wednesday.","Gannett Corp. needs to pick up advertising revenue to hit its target-cash-making CEO, John C. Johnson, on Monday."
6975,4,Chicken Genome Should Boost DNA Research,"A red jungle fowl is seen in this undated handout photo. Researchers have assembled the genome sequence of the Red Jungle Fowl, the ancestor of all domestic chickens.",The genome of chickens could help scientists find a way to better understand the genetics of the birds.
6976,1,"Police, Peddlers Clash in Venezuelan City (AP)",AP - Police and National Guard troops fired tear gas and plastic bullets at crowds of angry street vendors in Venezuela's capital Wednesday as officers tried to remove merchants from zones where they are barred from selling their wares.,"AP - Police and a group of Peddlers clashed in a city in Venezuela's capital on Wednesday, killing at least two people and wounding at least three others."
6977,2,"NFL Fines Saints' Gleason  #36;5,000 for Punch (AP)","AP - Steve Gleason of the New Orleans Saints was fined  #36;5,000 by the NFL on Wednesday after being thrown out of last week's game with Carolina for punching the Panthers' Kemp Rasmussen at the end of a kickoff return.","AP - The NFL fined the Saints' quarterback, who was a member of the Pittsburgh Steelers, #36;5,000 for punching the team's defense."
6978,2,Utah Hires Whittingham to Replace Meyer (AP),AP - Utah defensive coordinator Kyle Whittingham was hired as the school's football coach to replace Urban Meyer.,"AP - Utah coach Mike Whittingham has hired a new coach to replace the injured Nick Meyer, who was fired on Monday."
6979,2,Champion snaps Chelsea #39;s streak Porto power,RUSSIAN oil billionaire Roman Abramovich suffered two rare defeats yesterday as reigning champions FC Porto downed his Chelsea side 2-1 ensuring it avoided the ignominy of becoming the first titleholders to exit in the first round.,"Chelsea #39;s defending champions Porto have snapped their four-game winning streak, beating Chelsea 2-0 in the Champions League on Sunday."
6980,3,Virgin wishing for Melbourne,"Sir Richard said yesterday Melbourne was on his wish list, with flights to London possibly through Hong Kong or Bangkok. The British billionaire landed in Sydney yesterday aboard Virgin Atlantic #39;s inaugural Australian flight.","Virgin Australia has a long-term plan to move to Melbourne, Australia, for the first time in more than a decade."
6981,3,DreamWorks Moves Shrek 3 to 2007,"DreamWorks announced today that it has decided to move its release of Shrek 3 from November 2006 to May, 2007.  quot;We believe there are more than a half a dozen strong release windows available annually for our ",DreamWorks Inc. has moved Shrek 3 to 2007 and will release the game in the next year.
6982,3,Courses to help teach you,SAN FRANCISCO (CBS.MW) -- Shares of Sirius Satellite Radio declined as much as 22 percent Wednesday following two analyst downgrades.,"An online course that will help you learn how to read, write, and write."
6983,1,UN demands Rwanda pull out military forces in DRC,The UN Security Council on Tuesday condemned reported military actions by Rwanda in the eastern Democratic Republic of Congo (DRC) and demanded the country immediately withdraw any troops it may have in the DRC.,"The UN has demanded Rwanda pull out of its military forces in the Democratic Republic of Congo (DRC), a UN report said on Thursday."
6984,4,Kazaa trial  #39;expert #39; changed sides,"p2pnet.net News:- Expert witness Melbourne professor Leon Sterling, produced by Big Music in the Kazaa civil trial currently unfolding in Australia, apparently once offered to speak for Kazaa owner Sharman Networks.","The Kazaa trial expert has changed sides, announcing that he will not be a judge."
6985,1,Data revision shows Japan's economy grew slightly in July-September (Canadian Press),"Canadian Press - TOKYO (AP) - Japan's economy barely grew during the quarter ending Sept. 30 and in the April-June period it actually shrank instead of squeezing out slight growth, according to revised government data released Wednesday.","Canadian Press - Japan's economy grew slightly in July-September, the latest data from the government's annual economic report."
6986,3,Alamosa to Buy AirGate for \$392 Million," NEW YORK (Reuters) - Alamosa Holdings Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=APCS.O target=/stocks/quickinfo/fullquote""&gt;APCS.O&lt;/A&gt; will  acquire AirGate PCS Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=PCSA.O target=/stocks/quickinfo/fullquote""&gt;PCSA.O&lt;/A&gt; for \$392 million in stock  creating the largest Sprint Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=FON.N target=/stocks/quickinfo/fullquote""&gt;FON.N&lt;/A&gt; wireless affiliate,  the companies said on Wednesday.","Alamosa Corp., the world #39;s largest airline, said it will buy AirGate Inc. for $392 million in cash and shares on Thursday."
6987,1,Amazon Burning Makes Brazil a Leading Polluter,"&lt;p&gt;&lt;/p&gt;&lt;p&gt; By Axel Bugge&lt;/p&gt;&lt;p&gt; BRASILIA, Brazil (Reuters) - Burning of the Amazon andother forests accounts for three quarters of Brazil'sgreenhouse gas emissions and has made the country one of theworld's leading polluters, a long-delayed government reportshowed on Wednesday.&lt;/p&gt;","Brazil #39;s burning of Amazon Inc., the world #39;s largest oil producer, has made it a leading polluter in the world #39;s energy sector."
6988,2,"Leinart, Bush, White and Peterson lead final 5","Four players whose teams are bound for the Orange Bowl dominate the Heisman Trophy finalist list, which was announced Wednesday evening on SportsCenter.","The final five of the PGA Tour's finals were held in the US on Sunday, with Leinart, Bush, White and Peterson leading the way."
6989,3,Industrials lift stocks,"THE stock market opened higher today as industrials stocks mitigated the effects of a weaker resources sector.  quot;Commodity prices are generally weaker on renewed speculation of weaker demand in China, quot; Wilson HTM senior client adviser Angus Bligh said.","SAN FRANCISCO (Reuters) - Industrials rose on Thursday as investors weighed in on the recovery from the recession, boosted by a surge in oil prices and a rise in oil prices."
6990,1,"Snow to Stay on With Bush, Principi Exits (AP)","AP - Treasury Secretary John Snow, an aggressive champion of the administration's economic policies, accepted President Bush's offer Wednesday to remain in the Cabinet.","AP - President Bush has said he will stay on with his former secretary of state, but he will not leave the White House until he leaves office."
6991,4,Siebel looks to midmarket to bolster revenues,CRM software giant Siebel Systems said yesterday that it is launching a new program that will cater to small and midsize businesses in a bid to help it boost flat revenues.,Siebel Corp. said on Tuesday it is looking to the midmarket market to boost its revenue and boost its share.
6992,4,Nortel to file restated results next year,"Nortel Networks said today that after months of trying to untangle faulty financial results, it won't file its 2003 and first-half 2004 results until early next year.","Nortel Corp. will file a new report on its quarterly results next year, a move that could help the company avoid a re-election bid."
6993,3,Nortel to Release Delayed Financial Results,Nortel Networks said today that it will begin releasing restated and delayed financial results dating back to 2001 next week after a nine-month delay.,"Nortel Corp., the world #39;s largest wireless provider, said on Thursday it will release delayed financial results for the third quarter, a move that could help the company avoid a bankruptcy."
6994,2,Sandy Alomar Agrees to Sign With Rangers (AP),"AP - Six-time All-Star catcher Sandy Alomar Jr. agreed Wednesday to a  #36;550,000, one-year contract with the Texas Rangers to be a part-time player next season.","AP - The New York Yankees have agreed to sign the veteran center with the Rangers, who have been battling a strained relationship with the franchise."
6995,2,Heisman Horses Come Down to the Wire,"Entering the final week for Heisman Trophy voters to make their decision, the race has turned out tighter than it was believed to be last week.",The Heisman Trophy is a race that will be held in the US Open on Saturday.
6996,3,Yukos echo in Russian telco #39;s tax bill,"ALARM has spread through the Russian investment community as authorities slapped a tax bill of almost \$US160 million (\$210 million) on the number two mobile operator, in what is widely seen as a government-linked campaign against the firm.","The Russian telecoms giant Yukos has voted to pay $1 billion in tax on its telcos, a move that could help the company avoid a $1 billion deficit."
6997,3,Wine Shipping Case Heard by Supreme Court,The US Supreme Court heard arguments Tuesday in a case that could have a major impact on California #39;s wine industry. At issue is whether states can bar people from buying wine directly from out-of-state suppliers.,The Supreme Court heard a case involving the shipping of wine from a California winery to a California winery in the United States on Thursday.
6998,1,Blair urged to launch Iraq death toll probe,"A group of former British diplomats, peers, scientists and church leaders will today urge Tony Blair to launch an inquiry into the death toll of the Iraq war.",British Prime Minister Tony Blair has urged the government to launch a death toll investigation into the deaths of Iraqis in Iraq.
6999,4,Palm OS for Linux?,"\\Today was a strange day for the Palm OS community:\\""PalmSource also plans to implement Palm OS on top of Linux, bringing the\benefits of Palm OS to the Linux community, including the award winning user\interface, software frameworks based on the best of Palm OS and BeOS, a large\base of professional and consumer applications, and an enthusiastic community\of more than 25 million users and over 360,000 registered\developers. PalmSource intends to work as a partner within the Linux community\to help Linux grow rapidly in the consumer and enterprise mobile markets.""\\This is a great decision!  A bit to late but not much so.  When Sharp released\the Zaurus into the US market there was a lot o ...\\","Palm OS is a Linux-based operating system that runs on Windows, Mac OS and Windows XP."
7000,4,Ellison: Censorship ain't my problem,"When it comes to touting his company's software, Oracle CEO Larry Ellison is never one to mince words. But when it's the principle of free speech versus the almighty dollar, the bad boy of Silicon Valley is a veritable shrinking violet. Missing Links","The CIA has a problem with the way it treats its citizens, but it's not the problem with the way it treats its citizens."
7001,3,Company Trademark Rights Limited by US High Court (Update1),"The US Supreme Court limited the scope of federal trademark protection, saying rival companies in some cases can use proprietary terms even when customers might be confused.","The US Supreme Court has granted a reversal of the US Trademark Rights Limited trademark rights ruling on the company's trademarks, a decision that could have a major impact on the US economy."
7002,4,Human error at EDS to blame for UK outage,"Electronic Data Systems has admitted that an error by one of its computer operators during a Microsoft Windows upgrade caused 40,000 PCs at the United Kingdom #39;s Department of Work and Pensions to crash last month.","The UK's largest electronic data service, EDS, has been blamed for a major outage in the UK."
7003,4,Linux groups patch image flaw,"com December 8, 2004, 2:48 PM PT. Several flaws in common Linux code used to process graphics in the GNOME desktop environment could allow an attacker to compromise a computer that ",Linux groups have patched a flaw in their image that could have caused the system to crash.
7004,4,Congress Passes Bill Allowing Space Tours (AP),AP - Outer space could become the final frontier of tourism under legislation passed Wednesday by the Senate to regulate commercial human spaceflight.,"AP - The U.S. Congress passed a bill that would allow astronauts to travel to space, a move that would have been a big step forward for the nation's space industry."
7005,3,"Dollar Extends Recovery Against Euro, Yen",The dollar rebounded for a second session on Thursday as traders and investors took profits on bets against the US currency before the year draws to a close.,"The dollar grew against the euro and yen on Tuesday, extending its recovery against the euro and yen."
7006,2,Prosecutor brings charges against former neighbor in NBA brawl,"PONTIAC, Mich. The man accused of starting the brawl at a Detroit Pistons game last month is no stranger to the man who #39;s filing the charges against him.",A former neighbor of the NBA has been charged with a crime in a brawl that left two NBA players and two NBA players dead.
7007,2,Florida Linebacker Charles Charged (AP),AP - Florida linebacker Taurean Charles was charged with aggravated battery and culpable negligence-infliction of injury Wednesday from a fight at an off-campus party in June.,"AP - The Florida Panthers have been a little more cautious about their quarterbacks this season, but they are still a little more cautious about their quarterbacks."
7008,3,Get Real?,"This time last week, first lady Laura Bush was having what she might call her Christmas Tree Day. First, she showed off the decorated executive mansion to reporters and then joined her husband ",The saga of the '80s is over. The '90s are over.
7009,2,Benitez praises Gerrard #39;s role,Rafael Benitez praised the captain #39;s performance of Steven Gerrard after his dramatic late goal earned Liverpool a place in the last 16 of the Champions League on Wednesday.,"Benitez praised the role of Gerrard in the world #39;s most successful football team, saying he was a great player and a great coach."
7010,2,Bulls Stomp Cavaliers,Eddy Curry scores 20 points and rookie Ben Gordon adds 21 to lead Chicago to a rare 113-85 lopsided win over Cleveland on Wednesday.,"The Bulls snatched a 3-2 victory over the Cleveland Cavaliers on Saturday night, a 6-3 victory over the Cavaliers."
7011,2,Australian Open Exec Says Clijsters Out (AP),AP - Former world No. 1 Kim Clijsters is not expected to play in the first Grand Slam of next year while she continues to recover from an injury to her left wrist.,AP - The Australian Open exec said Wednesday that the former world number one was out of the tournament after a three-month suspension.
7012,2,Leiter returns as Pavano prepares to go,"Al Leiter is returning to the Marlins, but Carl Pavano appears to be a goner. Leiter, a left-hander who threw the franchise #39;s first no-hitter in 1996 and helped the team win its first World Series in 1997, signed a one-year \$8 million contract Wednesday.",SAN FRANCISCO (Reuters) - Former World Cup champion Rafael Leiter returned to the team on Wednesday as he prepared to take over the reins of the World Cup.
7013,3,Ellison: Data Hubs Could #39;ve Prevented 9/11,"SAN FRANCISCO -- Oracle CEO Larry Ellison is convinced that had the intelligence community used a unified database from Oracle, the terrorist attacks on 9/11 would never have happened.","The CIA chief said the data hubs could have prevented 9/11 by preventing the attacks on the United States, a report said."
7014,4,Minn. Test Drives New License Technology (AP),AP - Minnesota next week will begin issuing a first-of-its-kind driver's license designed to thwart counterfeiters  #151; an issue that has taken on greater urgency since the Sept. 11 attacks.,AP - The Minn. Department of Transportation is testing a new license technology that will allow the state to use its own licenses for a variety of purposes.
7015,4,Disney takes sides in battle for next generation DVD (AFP),"AFP - Hollywood movie powerhouse Walt Disney has taken sides with Japan's Sony Corp. in a bitter battle between studios to define a technical standard for next generation DVDs, it said.","AFP - Disney Corp. and its rivals are fighting for the rights to the next generation of DVDs, a move that could be seen as a victory for the company."
7016,2,Wisdom was main course,"WALTHAM -- He is an 87-year-old man with a cane and a cigar, and the clout of a king.","The sailor's first lesson was to learn to read the Bible, and to understand the meaning of the word."
7017,1,English 'world language' forecast,"A third of people on the planet will be learning English in the next decade, \says a report.","The world's largest English language is expected to be the second-most popular language in the world, according to a new report released today."
7018,1,Amputation rate for US troops twice that of past wars,"US troops injured in Iraq have required limb amputations at twice the rate of past wars, and as many as 20 percent have suffered head and neck injuries that may require a lifetime of care, according to new data giving the clearest picture yet of the severity of battlefield wounds.","The US military has a double-digit rate of amputations in its troops, the Pentagon said on Tuesday."
7019,2,Leverksuen see off Kiev,Leverkusen - Bayer Leverkusen maintained their 100 home record in this season #39;s Champions League defeating Dynamo Kiev 3-0 here on Wednesday to book their place in the last sixteen of the competition.,Leverksuen beat Kiev 1-0 on Saturday to win the first match of the Russian Cup.
7020,3,Salvation Army bell ringers booted from Target stores,"Target stores have a simple message for eager shoppers this holiday season:  quot;Get giving #39; roughly translated, buy stuff. The national retail chain also has a simple ","The Salvation Army has seized a group of ringers from Target stores in the United States and Canada, a group that has been accused of stealing a number of people."
7021,1,Barghouti won #39;t stand if Abbas meets terms,"Jailed Tanzim leader Marwan Barghouti is expected to withdraw from the race for leadership of the Palestinian Authority in the coming days, say senior Fatah sources, if his political demands are met by his election rival, former prime minister Mahmoud ","The Palestinian leader, who has been a key figure in the Arab world #39;s political scene, will not stand for a second term if he meets the Palestinian president #39;s demands."
7022,1,One billion  #39;denied a childhood #39;,"More than one billion children around the world face a brutal existence because of poverty, war and Aids, the UN children #39;s agency reports.",The United States has denied a child a chance to grow up in a country where children are increasingly rare.
7023,4,Top Cyber News 12/9,It #39;s a clash between the film industry and a consumer electronics company over a home theater jukebox. The legal battle is over something called the Kaleidescape System.,The top cyber news stories of the week are a mix of news and information.
7024,1,IRA Willing to Disarm by Month #39;s End,"The Irish Republican Army abandoned its longtime opposition to disarmament on Thursday, pledging to get rid of its weapons by the end of the month.","The IRA will disarm by the end of the month, the group said on Thursday."
7025,1,Wreckage of Navy helicopter found,"The wreckage of a Royal Navy helicopter, which disappeared with four crew members on board, has been found off the coast of Cornwall, the Ministry of Defence says.","The wreckage of a Navy helicopter was found in the Gulf of Mexico on Wednesday, a day after the Navy said it had found a wreckage of a helicopter that had been sunk by a ship."
7026,3,Jobless Claims Rise Unexpectedly," WASHINGTON (Reuters) - The number of Americans filing  initial claims for jobless pay grew unexpectedly last week to  357,000, Labor Department data showed on Thursday, but an  official said an increase in the week after a public holiday  was typical.","NEW YORK (Reuters) - The number of people who have lost their jobs in the last year rose unexpectedly, according to a report released on Thursday."
7027,4,Study: Return of Wolves Changes Ecosystem (AP),AP - Scientists studying the broader effects of wolf reintroduction said a growing body of evidence suggests that killing off predators such as wolves and grizzly bears in the last century started a cascade of effects that threw ecosystems out of balance.,"AP - The return of the wolves to the wilds has changed the ecosystem, a study shows."
7028,3,Shares surge to all-time high as results exceed forecasts,NEW YORK (CBS.MW) -- Toll Brothers reported fiscal fourth-quarter earnings that nearly doubled over year-earlier results as demand continued to outstrip supply in the homebuilder #39;s affluent markets.,NEW YORK (Reuters) - Shares of the New York Stock Exchange rose to an all-time high on Thursday as the company reported a strong second-quarter profit that exceeded expectations.
7029,1,"Six Iraqi national guards, 10 civilians wounded in Mosul attacks","MOSUL, Iraq, Dec 9 (AFP) - Six Iraqi national guardsmen and 10 civilians were wounded in two bomb attacks in the northern city of Mosul on Thursday, police said.","SAN FRANCISCO (Reuters) - Six Iraqi national guards and 10 civilians were wounded in the attacks on Mosul, Iraq, on Sunday, killing at least six people and wounding at least 10 others."
7030,3,Without Batting An Eyelash : A very French welcome for a new &lt;b&gt;...&lt;/b&gt;,"THAT night, it seemed as if three or four parties were going on at once in Cosmo Manille. Wrong, palanggas. Actually, there were five in Makati alone, and one of them had a stream of traffic ","SAN FRANCISCO (Reuters) - France #39;s new president, Francois Hollande, has welcomed a new president, a new president and a new president."
7031,4,Large Gambian Rats Worry Fla. Officials (AP),"AP - The Florida Keys, already dealing with invasive exotics from melaleuca to iguanas, have added another to the list of unwanted newcomers: the African Gambian pouch rat.","AP - Large rat populations in Florida are causing concern among officials, including officials at the Florida Department of Natural Resources and the Florida Department of Agriculture."
7032,1,U.S. Alone Among Allies in Centralizing Spy Powers," BERLIN (Reuters) - By creating a new, all-powerful director  of national intelligence, the United States departs radically  from the practice in most of its Western allies where  spymasters shun the public gaze and work by committee.","The U.S. is the only country in the world that has a strong spying power, according to a report released by the National Security Council on Thursday."
7033,3,Baxter Ends Flu Vaccine Trial; Cites Side Effects,Baxter International Inc. on Thursday said it halted a late-stage European trial of a flu vaccine because of higher-than-expected rates of fever and other symptoms.,"The company that makes the vaccine for the flu has ended its trial, citing side effects of the vaccine."
7034,1,Europe to send more troops to Iraq,"US appeals to European nations to boost NATO missions in Iraq and Afghanistan have been a success, with the alliance announcing a small expansion of its fledgling military training facility in Baghdad.","The European Union will send more troops to Iraq in the coming months, a European Union official said on Thursday."
7035,4,Fake Lycos Screensaver Hides a Keylogger,"Lycos made headlines during the past several days by distributing a screensaver designed to swamp the sites of those deemed responsible for spam with traffic, in effect giving spammers, at least the companies that bankroll them, a taste of their own ","The infamous Lycos Screensaver, which was released on Monday, has been hacked to a point of no return."
7036,4,Mobile phone sales to beat fixed lines in 2004: report (AFP),"AFP - Mobile phones are expected to generate more money this year than traditional fixed-line services for the first time due to surging demand in developing countries such as China, India and Russia, an annual industry report said.",AFP - Mobile phone sales beat fixed lines in 2004 to surpass the number of fixed lines sold in 2004.
7037,1,Court Overturns Nigerian Woman's Stoning Sentence (Reuters),Reuters - A young Nigerian mother\sentenced to death by stoning for having sex outside marriage\was acquitted and discharged by an Islamic appeals court on\Thursday.,"Reuters - A Nigerian court has overturned a woman's sentence for stoking a felony in a courtroom in the capital of Abuja, a court heard on Wednesday."
7038,4,Ex-U.S. Cyber Security Chief Sees Curb on Phishing,"&lt;p&gt;\&lt;/p&gt;&lt;p&gt; By Lisa Baertlein&lt;/p&gt;&lt;p&gt; SAN FRANCISCO (Reuters) - A former White House Web security\chief predicted on Wednesday that technology companies and law\enforcers could soon stamp out most Internet ""phishing"" scams\that aim to trick people into giving away personal and\financial information.&lt;/p&gt;","The former U.S. Cyber Security chief said he was a little cautious about phishing, but he said he was not worried about the threat of cyber-attacks."
7039,3,Dollar Rises on the Interest Rate Plays," NEW YORK (Reuters) - The dollar rose on Thursday as  traders, short of dollars after relentlessly selling them for  weeks, looked to the growing yield advantage of U.S. assets as  a reason to buy back the currency before the end of the year.",The dollar rose on Thursday as the Federal Reserve weighed on the US dollar and the dollar climbed on the back of a strong interest rate play.
7040,4,Google Founders Interviewed by Barbara Walters,"Google Founders Interviewed by Barbara Walters\\Google's founders, Larry Page and Sergey Brin, were interviewed last night by Barbara Walters on ABC's 20/20 10 Most Fascinating People. Andy Beal who doesn't seem to be too fond of Barbara Wawa pointed this out on his SearchEngineLowdown blog. I was too busy eating ...","The founders of Google Inc. and its founders, Barbara Walters and John McAdams, were interviewed by the New York Times on Thursday."
7041,1, #39;Miracle in mud #39; as four pulled alive from Philippine disaster,"REAL, Philippines (AFP) - Philippine rescuers were frantically digging for more survivors after four people, including a toddler, were pulled alive from a building crushed by a landslide 11 days ago.","The Philippines is awash in mud and mud, with four people pulled alive from the mud and mud of the disaster that killed at least four people."
7042,3,"Treasuries Drop, Foreigners Shun 10-Year", NEW YORK (Reuters) - U.S. Treasury prices extended early  losses on Thursday after private and foreign investors showed  little interest in a sale of reopened debt.,"SAN FRANCISCO (Reuters) - U.S. Treasury yields fell on Friday, but foreigners slashed their 10-year earnings forecasts, a report said."
7043,3,"General Motors Europe Axes 12,000 Jobs","General Motors Europe (GM.N: Quote, Profile, Research) will chop 12,000 jobs over two years -- around a fifth of its workforce -- to lop ","General Motors Europe Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=GM.N target=/stocks/quickinfo/fullquote""&gt;GM.N&lt;/A&gt; on Thursday said it will axe 12,000 jobs in Europe and the United States, citing a soaring cost of living."
7044,4,Video Games Used to Relax Kids in Hospital (AP),"AP - Letting children play video games on a Game Boy in the operating room before undergoing surgery can help relax them better than tranquilizers or holding Mommy's hand, researchers say.","AP - Video games are used to relax kids in hospitals, but they are not the only way to relax them."
7045,3,America West Pulls From Race for ATA,"America West Holdings Corp., parent of America West Airlines Inc., on Thursday said it does not plan to submit a bid to acquire bankrupt ATA Holdings Corp.","America West Inc., the world #39;s largest airline, pulled out of the race to become the next ATA member, citing a lackluster performance in the first round of the race."
7046,3,Nextel and Sprint in talks on possible merger,"Nextel and Sprint are in talks that could lead to a merger between the two mobile phone operators, sources close to the discussions said on Thursday.","Nextel and Sprint are in talks to merge, a company that has been a key player in the wireless industry for more than a decade."
7047,2,Berra Says He Wouldn't Take Giambi Back (AP),"AP - While manager Joe Torre repeatedly dodged questions Thursday on whether he thinks Jason Giambi will return to the New York Yankees, Hall of Famer Yogi Berra readily voiced his opinion.","AP - The former world champion has said he would not take back his former teammate Giambi, who was injured in a car accident in the Philippines."
7048,4,PalmSource Promises Linux OS,"PalmSource today promised a Linux version of its operating system, together with a cut-down offering for use in budget mobiles, after buying mobile phone developer China Mobilesoft.","PalmSource Inc. has announced that it will offer Linux OS for its Palm operating system, which will be available in the next few months."
7049,4,EC presses for safer internet,"The EU Telecommunications Council today today launched Safer Internet Plus, a scheme to help parents and teachers control what children view online.","The European Commission has called for a safer internet, urging the EU to make it easier for consumers to access the Internet."
7050,3,America West: Will Not Bid for ATA," CHICAGO (Reuters) - America West Holdings Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=AWA.N target=/stocks/quickinfo/fullquote""&gt;AWA.N&lt;/A&gt; on  Thursday said it would not bid for assets of bankrupt carrier  ATA Airlines, saying the value does not justify the cost.","America West will not bid for ATA, the company said on Thursday."
7051,3,Amazon #39;s UK DVD Rentals Might Presage War with Netflix,Analysts said Amazon #39;s launch of the DVD rental service in the UK might be to test its approach and streamline the logistically difficult process of handling DVDs through the mail.,"Amazon.com Inc., the world #39;s largest online retailer, said on Tuesday that it would be announcing a new deal with Netflix to rent DVDs to UK consumers."
7052,4,Scientists study clues to forecasting California quakes,Two researchers say they #39;ve discovered a pattern of tremors deep beneath the San Andreas Fault that someday may yield clues into unlocking the mysteries of California earthquakes.,"Scientists have found clues to the prediction of California quakes, a new study shows."
7053,1,Envoy fears Darfur talks failure,"KEY talks between the government of Sudan and rebels in the troubled Darfur region tomorrow could fail because of a new surge of violence, the UN #39;s envoy to the country said.",UN Secretary-General Ban Ki-moon said on Tuesday that he fears talks with the UN Security Council will fail to reach an agreement on the future of Darfur.
7054,4,PalmSource Embraces Linux with China MobileSoft Acquisition (NewsFactor),"NewsFactor - Mobile software provider PalmSource is leaping into a market with a\potentially huge upside with the acquisition of China MobileSoft (CMS),\and at the same time is giving a big boost to the open source developer\commmunity.","NewsFactor - PalmSource Inc., the world #39;s largest software maker, has acquired China MobileSoft Inc."
7055,4,T-Mobile USA Sees High-Speed Network 2 Years Off," NEW YORK (Reuters) - T-Mobile USA, the U.S. wireless unit  of Deutsche Telekom AG &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=DTEGn.DE qtype=sym infotype=info qcat=news""&gt;DTEGn.DE&lt;/A&gt;, does not expect to offer  broadband mobile data services for at least the next two years,  its chief executive said on Thursday.",T-Mobile USA Inc. said on Tuesday it will cut its high-speed network 2 years off by announcing a new plan to offer broadband Internet access to consumers.
7056,3,Federal Report Sees Crude Oil Staying High,"While the recent flurry of record oil prices may be temporary, government analysts said Thursday that \$30-a-barrel oil should be expected for decades to come.","The Federal Reserve said on Tuesday that crude oil prices remained high for the first time in more than a decade, despite a report from the Federal Reserve."
